,tree_id,diam,species_x,diam_1,diam_2,diam_mean
0,1064FDAC-E9C5-4A25-BFD5-4E1CFDD2E221,24.18348193,Honey Locust,29.464,29.464,29.464
1,CC9CFFB3-5419-4853-AA88-28AE0D4E27D5,28.13133895,Honey Locust,17.272,17.272,17.272
2,467AFBFB-8617-400C-96FD-DF3D40890745,17.12212265,Honey Locust,17.272,17.272,17.272
3,CA5544F7-AB55-4B25-8DE4-0EAAC5F755B2,16.45982265,Honey Locust,20.066,19.558,19.812
4,B9D625F1-6928-42E6-9407-62F782443D21,21.82814926,Honey Locust,22.86,22.86,22.86
5,F733B20E-E825-4DD5-A849-4774FB196304,21.00826353,Honey Locust,20.066,19.558,19.812
6,93B72249-3A69-412D-B72D-EEC51206D60A,16.61995202,Honey Locust,17.272,17.272,17.272
7,043F0D12-CECA-4487-823D-753960B1880F,26.03241801,Honey Locust,27.94,27.94,27.94
8,293AC6C9-C147-4A6B-8CF3-56D741AD69BD,22.20754325,Honey Locust,22.86,22.86,22.86
9,2542FA3D-D8E6-4F54-AEA9-9BD7A083B370,30.98727763,Black Walnut,30.988,30.988,30.988
10,53CD38DE-FC73-4A89-BBB9-84A46F45CCCC,28.48887742,Honey Locust,29.464,29.464,29.464
11,439C3D78-9C45-4E20-B36E-2F904C478C65,27.17589438,Honey Locust,29.972,29.972,29.972
12,A0451D8C-EA2B-419D-835F-77396E0D60FA,23.90800267,Black Walnut,24.13,24.384,24.257
13,F38E946B-D28F-4241-B0BB-0706222A7724,25.43065548,Honey Locust,27.432,27.686,27.559
14,8310AF15-E035-4358-830D-E6E2320D380D,21.52140737,Black Walnut,23.368,23.622,23.495
15,57E9F62B-A93E-4103-A845-8EB5F111FE2F,20.69761306,Honey Locust,22.352,22.352,22.352
16,0FBE05E3-59E2-42ED-B513-0DECB79780F1,26.37990415,Honey Locust,27.686,27.686,27.686
17,7A20A6AC-FCC6-4720-84FE-46609AF02602,20.11667341,Honey Locust,21.082,21.082,21.082
18,4BC8B900-337E-475F-9D49-9C1EFB962C80,22.96659648,Honey Locust,22.86,23.114,22.987
19,CB2FC691-BD95-4AB8-AA7C-07226DEA7D5D,25.72962344,Honey Locust,25.654,25.908,25.781
20,D3FC5E41-811E-44C8-B8EC-3949E5F46EB3,18.19299459,Honey Locust,20.828,20.828,20.828
21,6BCCC262-4D13-4D11-8DE5-39886D4196AA,28.55402827,Black Walnut,31.496,31.242,31.369
22,392936EB-E3C8-4CB1-ACF0-0F186EDB5AA8,27.69518197,Honey Locust,29.718,29.972,29.845
23,5845A8D4-6FDF-4895-9BDC-2E46E0203278,16.75780416,Honey Locust,17.018,17.018,17.018
24,5148462A-3FDA-4FA6-A0DF-6013C3853A1F,27.29497552,Honey Locust,30.988,30.988,30.988
25,02FEC762-DC3E-4753-927D-BC9F27AFEC87,29.21357453,Honey Locust,29.464,30.48,29.972
26,70B9C06F-46B7-4A82-93B6-0ABB515FAE34,21.60400003,Honey Locust,24.13,24.384,24.257
27,202B7ACB-97EC-4640-829A-74C1484EB440,21.68148756,Honey Locust,23.368,23.622,23.495
28,9E4AC524-3DDD-418F-BF5C-D0ED6875D8D8,31.80693686,Honey Locust,31.496,31.242,31.369
29,8FA2D386-A75E-4681-97BC-E0560C6500CA,43.39877367,Black Walnut,45.974,45.974,45.974
30,87AB797F-6A9B-4F4A-BEB8-A35331978404,16.90617204,Honey Locust,17.018,17.018,17.018
31,36D4C5D1-FA87-4B4E-BA79-E0A0A76858D7,29.61878479,Black Walnut,37.846,37.846,37.846
32,B034FCED-0188-44B6-BBD6-D14568A83A11,24.89914447,Honey Locust,29.464,30.48,29.972
33,7055A612-4874-4314-8067-BE10469ED7CA,23.56564254,Black Walnut,29.972,29.972,29.972
34,3323D945-07D7-40B5-8EC0-924422B79FF5,21.55150473,Honey Locust,26.67,26.67,26.67
35,2CEC2B88-2972-4C3E-84B0-EDC260CCF499,18.53717566,Black Walnut,24.638,24.638,24.638
36,03743772-0544-404C-A9B2-C7051BD44226,20.7634002,Honey Locust,21.082,20.828,20.955
37,50A604A4-4533-45E8-9E75-F0743C8BE585,30.01010716,Black Walnut,34.798,34.798,34.798
38,292805BE-4A24-4F76-A0AD-3F9CAE350EDD,25.35778284,Black Walnut,35.56,34.544,35.052
39,92192906-697E-43D1-A2D4-2F27AD4323BC,12.78478801,Honey Locust,13.462,13.716,13.589
40,28A9C95E-8E6C-4829-94F7-341812657177,26.83596611,Honey Locust,28.448,28.448,28.448
41,FB38E872-B8A9-4773-8F3B-1208FFC08F0D,34.36815441,Honey Locust,36.576,36.576,36.576
42,9830B3C9-EA34-4E26-8CD4-53AA17C97B4C,22.93772399,Honey Locust,23.622,23.622,23.622
43,8DA11D43-FE57-45BB-AABE-E3080236DD36,38.95662725,Black Walnut,44.45,44.45,44.45
44,3C922067-605B-4D88-9C59-AD9C79F0EF81,41.86301529,Black Walnut,45.974,45.974,45.974
45,514070F0-2FA5-44C3-8AC7-E768856BED28,33.90750587,Black Walnut,37.846,37.846,37.846
46,DCCFED1A-22DF-488D-8C32-D9A27549A6CC,26.33180916,Black Walnut,29.972,29.972,29.972
47,0621C0F8-4F08-442B-BC72-3B34F138FD3C,22.63458073,Black Walnut,24.638,24.638,24.638
48,FAEAF3D0-4600-4345-AA2A-0428B18000A9,32.18153715,Black Walnut,34.798,34.798,34.798
49,00623E08-7E5B-479F-9A39-2A502829D4F6,32.74746239,Black Walnut,35.56,34.544,35.052
50,EF47ABFF-1AFB-4ABD-A40C-733D1EFE02EC,27.47475505,Black Walnut,30.226,30.226,30.226
51,5AE0A2EB-1AC1-4A74-9AF6-392403F268F8,23.84747416,Black Walnut,26.924,27.94,27.432
52,AFACC194-54E8-4830-A692-87BC53BC1566,27.3685962,Black Walnut,29.972,29.972,29.972
53,C761F211-34A4-424F-A308-C2257E409E3C,30.78281283,Black Walnut,30.48,31.242,30.861
54,B4164E6E-05CC-4E32-B1C4-F60D532A150B,34.56325233,Black Walnut,39.116,39.116,39.116
55,8DA582E8-D67A-4545-B9AC-694B751116D4,29.55811918,Black Walnut,33.02,33.02,33.02
56,CCB67B04-3BF0-42C5-B209-71CE59CC8D10,27.76419818,Black Walnut,28.702,28.702,28.702
57,C6C798B8-AEF8-4FD2-A7E8-1BFED509363C,27.79013813,Black Walnut,31.496,31.496,31.496
58,7EBA0A4D-1087-487C-ACA1-157C7186BBDA,35.43787897,Black Walnut,40.386,39.878,40.132
59,FAB8D178-27F3-45A3-B84D-F074F86FF7ED,28.78091037,Black Walnut,32.004,31.242,31.623
